player,Putting from 5-10'-%,Putting Average-AVG,3-Putts per Round-AVG,SG: Putting-AVERAGE,Average Putting Distance - GIR 1 Putts-AVG,Overall Putting Average-AVG,Birdie or Better Conversion Percentage-%,Average Distance of Birdie putts made-AVG,3-Putt Avoidance-%,2-Putts per Round-AVG,One-Putt Percentage-%,Going for the Green - Hit Green Pct-%,Going for the Green - Birdie or Better-%,Birdie or Better Percentage - Right Rough-%,Birdie or Better Percentage - Fairway-%,Fairway Proximity-AVG,SG: Approach the Green-AVERAGE,GIR Percentage - 100+ yards-%,Average Approach Shot Distance-AVG,Going for the Green-%,GIR Pct - Fairway Bunker-%,Greens in Regulation Percentage-%,Greens in Regulation Percentage-RELATIVE/PAR,GIR Percentage from Fairway-%,Greens or Fringe in Regulation-%,Par Breakers-%,SG: Total-AVERAGE,SG: Total-TOTAL SG:T,SG: Total-TOTAL SG:T2G,SG: Total-TOTAL SG:P,Bogey Average-AVERAGE BOGEYS PER ROUND,Scoring Average Before Cut-AVG,Round 3 Scoring Average-AVG,Birdie or Better Percentage-%,Birdie to Bogey Ratio-BIRDIE TO BOGEY RATIO,Scoring Average (Actual)-AVG,Par 3 Scoring Average-AVG,Round 2 Scoring Average-AVG,Birdie Average-AVG,Bounce Back-%,Fairway Bunker Tendency-%,Right Tendency-%,SG: Tee-to-Green-AVERAGE,SG: Tee-to-Green-SG:OTT,SG: Tee-to-Green-SG:APR,SG: Tee-to-Green-SG:ARG,SG: Off-the-Tee-AVERAGE,Left Rough Tendency-%,Hit Fairway Percentage-%,Hit Fairway Percentage-RELATIVE TO PAR,Driving Distance - All Drives-ALL DRIVES,Right Rough Tendency-%,Ball Striking-VALUE,Ball Striking-TOTAL DRV RANK,Ball Striking-GIR RANK,Left Tendency-%,Rough Tendency-%,Total Driving-ACCURACY RANK,Distance from Center of Fairway-AVG,SG: Around-the-Green-AVERAGE,Sand Save Percentage-%,Sand Saves from 20-30 yards-%,Scrambling from < 10 yards-%,Scrambling from the Rough-%,Scrambling from > 30 yards-%,Scrambling from the Fringe-%,Scrambling 10-20 yds (RTP Score)-AVG RTP,Sand Saves from 10-20 yards-%,Scrambling from 10-20 yards-%,Scrambling Rough (RTP Score)-AVG RTP,Scrambling from Other Locations-%,Scrambling from 20-30 yards-%,Proximity to Hole from < 10 yards-SCRAMBLING RANK,Scrambling from the Sand-ROUNDS,Scrambling from the Sand-%,Scrambling Fringe (RTP Score)-AVG RTP,Scrambling Fringe (RTP Score)-TOTAL RTP,Scrambling-%,Scrambling-PAR OR BETTER,Scrambling-MISSED GIR
David Hearn,55.17,1.748,0.41,0.292,"12' 6""",1.603,29.68,"12' 0""",2.28,10.18,40.31,10.53,52.63,19.51,19.65,"35' 0""",0.189,65.48,164.7,47.5,54.5,67.81,-0.27,76.55,72.45,20.8,0.278,6.683,-0.323,7.007,2.23,70.46,69.63,20.8,1.52,70.13,3.05,70.83,3.72,17.24,3.3,60,-0.013,-0.095,0.189,-0.107,-0.095,12.2,66.67,-0.13,274.5,15.77,204,120,84,40,27.98,22,"24' 5""",-0.107,42,23.08,86.67,69.32,11.76,90,0.317,33.33,73.02,0.318,64.71,44.44,30,39,35.9,0.067,2,64.6,146,226
Scottie Scheffler,49.04,1.739,0.65,-0.092,"11' 2""",1.596,34.93,"10' 2""",3.74,9.63,41.24,25.51,56.12,16.18,25.25,"31' 9""",0.328,65,165.2,62.99,53.7,69.23,-0.32,78.79,75.83,25.53,0.874,34.971,38.672,-3.7,2.33,68.48,69.67,25.53,1.77,69.25,3.05,69,4.4,22.4,7.4,44.4,0.967,0.663,0.328,-0.023,0.663,16.58,61.26,-0.22,297.1,12.97,64,15,49,55.6,29.55,107,"24' 4""",-0.023,52.17,47.83,90.24,58.33,29.17,86.67,0.343,52.5,64.76,0.438,68.89,41.67,58,52,50.7,0.033,1,62.5,180,288
Pat Perez,54.55,1.777,0.64,0.22,"12' 5""",1.644,28.93,"11' 7""",3.56,10.44,37.75,26.19,50,19.05,21.07,"32' 6""",0.333,66.76,166.6,51.22,59.1,69.09,-0.27,78.08,72.22,20.51,0.056,1.345,-3.937,5.284,2.36,71.04,68.67,20.51,1.37,70.31,3.04,71,3.54,17.82,6.6,52.4,-0.164,-0.271,0.333,-0.227,-0.271,14.76,60.84,-0.18,282.1,15.06,230,177,53,47.6,29.82,106,"26' 0""",-0.227,51.52,40,81.82,59.09,6.25,90.91,0.394,56.25,61.97,0.424,57.41,48.15,124,39,52.38,0.091,1,58.53,127,217
Patrick Reed,64.36,1.67,0.41,1.201,"10' 9""",1.526,38.27,"9' 11""",2.29,8.91,46.73,19.05,68.25,16.67,30.3,"34' 11""",0.39,56.1,171.9,61.17,56.7,64.38,-0.37,76.54,68.89,25.98,1.999,49.973,19.96,30.013,2.35,69.44,69.88,25.98,1.83,69.35,3.04,69,4.56,17.72,8.5,47.7,0.798,0.047,0.39,0.361,0.047,18.47,54.83,-0.3,289.6,16.19,392,215,177,52.3,34.66,189,"26' 10""",0.361,60,45.45,95.83,65.57,35.71,100,0.313,60.71,66.27,0.377,59.42,62.86,22,34,60,-0.077,-1,65.14,142,218
Cameron Champ,58.65,1.759,0.64,-0.02,"9' 6""",1.628,34.86,"7' 9""",3.57,10.19,38.89,29.66,58.47,10.39,27.37,"32' 5""",0.146,63.66,167.1,78.42,40,69.58,-0.32,83.82,77.61,24.47,0.938,30.949,31.597,-0.646,2.55,70.5,68.67,24.47,1.59,70.14,3.08,71.08,4.26,26.55,4.3,47.8,0.957,1.079,0.146,-0.268,1.079,19.13,56.74,-0.32,307.4,16.74,78,36,42,52.2,35.87,155,"25' 4""",-0.268,40.98,55.56,86.84,58.67,29.03,86.96,0.476,36.84,52.44,0.453,60,68.42,118,42,40.48,0.13,3,58.7,135,230
Adam Hadwin,60.61,1.747,0.31,0.49,"10' 7""",1.61,30.77,"9' 10""",1.9,10.43,39.21,19.64,60.71,12.2,26.91,"30' 5""",0.521,71.18,170.2,67.47,52.2,70.32,-0.29,80.62,78.94,22.54,1.264,30.344,18.578,11.77,2.31,69.89,69.89,22.54,1.63,69.49,2.99,69.67,3.94,20.25,6.9,52.5,0.774,0.156,0.521,0.097,0.156,10.48,67.96,-0.27,287,13.47,64,31,33,47.5,23.95,31,"23' 1""",0.097,69.09,33.33,95.45,56,21.05,85.71,0.25,66.67,68.18,0.46,64.44,45.83,99,35,60,0.143,1,59.89,112,187
Matthew Wolff,62.5,1.796,0.4,0.02,"10' 0""",1.631,30.54,"7' 7""",2.22,10.7,37.5,33.73,59.04,20.75,20.17,"34' 0""",-0.305,57.26,167.1,73.15,47.8,64.72,-0.29,79.06,70.88,20,-0.14,-4.066,-4.637,0.573,2.68,70.83,72.22,20,1.18,71.13,3.13,70.73,3.53,25.44,5.8,46.2,-0.16,0.639,-0.305,-0.494,0.639,16.5,59.5,-0.19,301.7,15,216,46,170,53.8,31.5,161,"26' 10""",-0.494,41.79,15.38,85.71,54.24,21.74,77.27,0.407,51.52,62.64,0.508,60.47,45,168,40,46.34,0.227,5,56.69,144,254
Sam Burns,60.74,1.762,0.44,0.535,"10' 10""",1.609,31.51,"9' 3""",2.45,10.29,39.22,32.1,55.56,10.39,22.76,"36' 8""",-0.384,56.84,166.2,70.43,59.5,63.07,-0.31,75.6,69.18,20.75,-0.181,-5.597,-22.19,16.595,2.88,70.91,72.5,20.75,1.11,71.32,3.22,70.55,3.5,20.56,9.7,62.2,-0.716,0.433,-0.384,-0.764,0.433,14.35,53.24,-0.24,296.8,19.68,297,95,202,37.8,34.03,204,"26' 11""",-0.764,32.26,35.29,84.21,56.34,25.81,84.21,0.462,32.43,57.14,0.437,55.68,36.59,202,34,36.17,0.053,1,53.98,122,226
Byeong Hun An,55.1,1.757,0.63,-0.764,"8' 7""",1.595,30.53,"8' 2""",3.59,9.67,41.18,16.47,48.24,11.54,19.43,"32' 1""",0.322,61.8,163.6,63.16,55,67.65,-0.28,79.95,72.53,22,0.307,11.043,38.537,-27.492,2.2,69.76,70.67,22,1.6,70.04,3.05,70.21,3.88,22.61,8.1,53.5,1.07,0.215,0.322,0.534,0.215,16.02,54.56,-0.19,298.6,17.85,173,77,96,46.5,33.87,186,"23' 5""",0.534,52.13,47.83,89.36,65.93,41.67,87.5,0.326,50,65.17,0.407,65.28,53.85,24,51,47.83,-0.042,-1,64.98,193,297
Brooks Koepka,57.75,1.787,0.78,-0.24,"10' 8""",1.627,28.22,"9' 11""",4.32,10.06,37.96,16.67,52.78,28.21,18.44,"35' 8""",-0.33,56.42,165.7,64.81,58.3,62.35,-0.25,77.34,68.75,19.44,-0.09,-1.441,2.403,-3.843,2.83,71.33,72.67,19.44,1.02,71.56,3.19,72.33,3.44,32.14,10.8,52.2,0.15,0.214,-0.33,0.266,0.214,16.67,48.2,-0.17,294.4,18.92,335,125,210,47.8,35.59,217,"26' 4""",0.266,52.17,45.45,75,48,33.33,75,0.31,59.09,66.67,0.68,60,52.17,178,18,53.13,0.25,2,55.74,68,122
Kevin Kisner,59.74,1.777,0.38,0.108,"11' 3""",1.597,27.79,"10' 1""",2.14,10.26,39.32,20.45,52.27,20.69,18.21,"34' 8""",-0.056,60.43,165.8,51.76,68.4,65.24,-0.26,72.9,72.22,19.66,0.335,7.364,4.978,2.387,2.36,70.79,67.89,19.66,1.34,70.56,3.04,69.91,3.49,16.33,6.1,37.4,0.226,0.161,-0.056,0.121,0.161,13.46,69.87,-0.11,279.6,8.97,252,95,157,62.6,22.44,26,"29' 9""",0.121,56.45,55.56,93.94,66.67,25,81.82,0.27,62.5,74.6,0.333,66.67,53.85,52,39,57.5,E,E,63.11,154,244
Martin Laird,47.24,1.806,0.77,-0.497,"10' 8""",1.658,27.9,"9' 8""",4.42,10.54,35.33,27.59,62.07,16.13,23.76,"30' 0""",0.187,64.71,165.6,52.25,52.2,70.51,-0.24,83.62,75.48,21.08,-0.082,-2.388,12.041,-14.427,2.51,70.2,70.5,21.08,1.37,70.41,3.04,70.42,3.59,19.81,5.7,53.2,0.415,0.251,0.187,-0.023,0.251,10.86,64.44,-0.23,292.8,14.81,50,20,30,46.8,25.68,68,"23' 4""",-0.023,32.2,31.25,77.78,69.33,26.32,88.89,0.397,34.78,60.27,0.307,61.64,53.33,88,39,31.71,-0.111,-2,60.87,126,207
Roberto Castro,57.35,1.831,0.61,-0.236,"9' 8""",1.662,23.32,"8' 9""",3.38,11,33.82,26.32,52.63,12.5,17.37,"32' 1""",0.057,64.56,157.2,35.85,46.7,68.6,-0.2,76.82,74.21,17.63,0.183,2.56,5.863,-3.304,2.35,71.53,71.8,17.63,1.22,71.09,3.13,70.71,3.13,7.41,7.7,47.1,0.419,0.164,0.057,0.198,0.164,12.76,64.29,-0.13,281,12.76,161,99,62,52.9,25.51,13,"23' 5""",0.198,41.38,60,89.47,65.22,18.18,90,0.286,45.45,71.43,0.348,55.26,50,69,23,44,-0.1,-2,61.54,80,130
Jazz Janewattananond,58.14,1.768,0.35,0.062,"10' 6""",1.608,29.39,"9' 2""",1.94,10.5,38.33,21.43,42.86,0,14.68,"34' 3""",-0.879,55,171.5,38.89,33.3,63.33,-0.27,73.08,63.89,19.72,-1.848,-14.78,-15.274,0.494,3,72.5,70.75,19.72,1.03,71.7,3.11,71.5,3.55,33.33,5.4,22,-1.909,-0.584,-0.879,-0.446,-0.584,23.21,60.71,-0.04,282.8,8.04,199,2,197,78,31.25,39,"21' 11""",-0.446,47.62,11.11,66.67,60,30,80,0.25,66.67,75,0.4,35.29,26.67,217,20,44.44,E,E,51.52,68,132
Jason Dufner,50,1.831,0.74,-0.819,"10' 1""",1.64,24.44,"9' 5""",4.24,10.24,37.43,16,52,7.94,18.31,"31' 6""",0.2,63.09,163.6,47.57,39.1,65.79,-0.19,73.28,71.35,17.4,-0.321,-10.257,15.954,-26.211,2.74,70.54,70.29,17.4,1.04,71.21,3.07,70.67,3.11,19.44,5.2,51.6,0.499,0.138,0.2,0.16,0.138,13.93,63.82,-0.1,280.8,15.73,266,120,146,48.4,29.66,47,"25' 2""",0.16,53.42,59.09,85.42,58.54,26.67,100,0.404,51.61,59.55,0.476,57.33,51.61,69,38,57.14,-0.143,-3,61.54,144,234
Mark Anderson,55.12,1.807,0.62,0.046,"11' 6""",1.62,25.28,"10' 7""",3.45,10.08,39.64,25.64,46.15,14.29,17.68,"31' 11""",0.258,63.21,162.1,46.43,65,66.22,-0.23,76.87,69.75,17.57,0.094,2.536,1.301,1.235,2.27,70.7,69,17.57,1.26,70.54,3.01,70.09,3,23.86,5.3,57.4,0.048,-0.06,0.258,-0.15,-0.06,13.33,59.47,-0.11,283.4,17.87,329,196,133,42.6,31.2,133,"25' 1""",-0.15,58.33,43.75,90.24,65.82,52,91.3,0.388,62.07,65.67,0.38,64.29,56.67,8,37,63.46,E,E,67.11,151,225
Shawn Stefani,48.94,1.778,0.46,-0.386,"10' 0""",1.639,31.25,"8' 9""",2.56,10.73,36.97,21.88,43.75,16.67,20.73,"36' 3""",-0.454,66.11,170.8,63.27,58.3,68.38,-0.29,78.18,73.5,22.22,-0.949,-12.337,-7.325,-5.012,2.31,69.86,71,22.22,1.49,70.38,3.05,68.43,3.96,26.98,6.6,52.2,-0.563,0.044,-0.454,-0.154,0.044,13.74,60.99,-0.12,287.5,12.09,153,82,71,47.8,25.82,118,"22' 11""",-0.154,55.32,62.5,73.33,50.85,0,90,0.379,50,65.52,0.542,57.14,64.29,116,26,68.57,E,E,58.78,87,148
Aaron Wise,41.56,1.81,1,-0.665,"13' 4""",1.681,28.5,"12' 5""",5.56,10.58,33.87,12,50,6.12,21.65,"33' 5""",0.173,67.26,168.4,71.43,57.1,71.86,-0.22,80.31,75.56,22.04,-0.531,-10.618,2.677,-13.294,2.84,70.33,71.4,22.04,1.28,70.42,3.04,70.55,3.87,29.55,7.6,65.5,0.134,0.073,0.173,-0.113,0.073,11.15,57.91,-0.07,288.2,19.78,72,63,9,34.5,30.94,126,"25' 5""",-0.113,51.16,50,90.91,59.38,26.67,72.73,0.385,52.63,63.46,0.391,53.7,26.09,168,31,50,0.091,1,56.69,89,157
Rafael Campos,48.57,1.743,0.76,-0.938,"9' 7""",1.588,34.16,"9' 0""",4.21,9.24,43.49,18.42,55.26,15.79,23.15,"31' 11""",-0.171,57.14,158.8,55.07,38.5,61.88,-0.3,75.23,69.14,21.65,-0.908,-16.351,0.535,-16.885,3.03,71.32,73,21.65,1.15,71.17,3.11,70.89,3.76,23.4,5.3,69.6,0.03,-0.156,-0.171,0.357,-0.156,12.15,52.63,-0.24,290.3,27.13,374,158,216,30.4,39.27,198,"24' 0""",0.357,50,46.67,80.56,61.29,33.33,76.19,0.333,45,64.44,0.419,58.54,45.83,100,29,51.16,0.19,4,59.8,119,199
Rory McIlroy,50.68,1.747,0.54,0.042,"10' 8""",1.591,34.08,"8' 5""",2.98,9.86,40.67,27.94,54.41,9.68,27.03,"30' 9""",1.008,64.61,179.9,85.71,50,71.23,-0.33,85.97,79.24,25.4,2.2,41.809,41.01,0.799,1.86,67.86,67.86,25.4,2.21,68.57,2.94,68.14,4.25,22.22,8.3,50.9,2.158,0.774,1.008,0.377,0.774,19.62,54.34,-0.33,305.4,15.85,56,43,13,49.1,35.47,165,"23' 8""",0.377,50,64.29,95.83,62.5,7.69,93.75,0.238,55.56,73.81,0.406,61.29,68.42,3,28,61.54,-0.063,-1,68.28,99,145
Dominic Bozzelli,52.05,1.697,0.5,0.427,"10' 6""",1.568,37.6,"10' 3""",2.95,9.34,43.92,13.89,52.78,17.39,26.67,"32' 3""",-0.176,58.48,163.2,46.75,52.6,62.5,-0.34,77.19,66.11,24.13,-0.922,-18.432,-26.981,8.549,3.03,71.41,72,24.13,1.21,71.31,3,71.6,4.28,22.64,7,55.6,-1.349,-0.918,-0.176,-0.255,-0.918,16.61,50.18,-0.21,285.2,20.3,402,194,208,44.4,36.9,216,"24' 4""",-0.255,41.54,44.44,78.57,54.88,30,95,0.422,47.37,60,0.5,49.23,36.67,205,32,42.55,0.05,1,53.7,116,216
Chris Kirk,56,1.837,0.79,-0.829,"10' 2""",1.673,23.71,"9' 1""",4.39,10.58,36.55,25,65,4.35,13.29,"32' 2""",-0.118,62.3,163.2,61.29,44.4,68.13,-0.19,75.76,68.98,16.37,-0.847,-10.16,-0.206,-9.954,2.53,70.93,68.33,16.37,1.04,70.79,3.08,70.57,2.84,20.41,5.4,50,-0.017,0.128,-0.118,-0.027,0.128,13.25,65.06,-0.11,282,13.86,257,181,76,50,27.11,95,"19' 5""",-0.027,52.78,16.67,93.33,55.56,36.36,100,0.226,66.67,77.42,0.528,71.79,41.18,50,19,51.85,E,E,63.3,69,109
Ryan Brehm,63.64,1.824,0.74,-0.614,"9' 9""",1.677,29.29,"8' 0""",4.1,10.95,33.73,36.07,65.57,16.98,23.79,"30' 3""",-0.362,64.6,156.1,64.37,60.6,69.05,-0.27,81.29,76.62,21.3,-1.051,-25.216,-10.486,-14.728,2.55,70.71,69.88,21.3,1.28,71.1,3.02,70.23,3.71,19.17,10,45,-0.437,0.165,-0.362,-0.239,0.165,19.94,45.92,-0.21,304.6,17.52,177,123,54,55,37.46,225,"25' 10""",-0.239,48.53,76.92,64,54.55,20.69,82.35,0.451,22.73,56.86,0.443,57.53,50,191,42,47.17,0.118,2,55.13,129,234
Francesco Molinari,50,1.769,0.63,-0.448,"9' 10""",1.594,30.09,"9' 6""",3.51,9.63,41.81,16.67,45.83,11.76,20.28,"29' 10""",-0.451,51.3,160.3,43.64,12.5,63.16,-0.25,73.76,65.74,19.88,-1.265,-15.179,-9.798,-5.38,3.11,72,71.5,19.88,1.08,71.58,3.18,70.83,3.53,20,4.9,50.6,-0.817,-0.284,-0.451,-0.082,-0.284,21.95,50,-0.13,294,22.56,347,147,200,49.4,44.51,200,"21' 0""",-0.082,53.57,40,80.95,54.76,9.09,88.89,0.459,41.67,54.05,0.429,55.56,46.67,117,19,47.62,E,E,58.73,74,126
"Ted Potter, Jr.",52.17,1.789,0.8,-0.045,"11' 8""",1.637,28.31,"11' 0""",4.44,10,39.26,20,56.67,17.86,20.82,"30' 9""",0.405,66.55,159.3,46.15,68,70.19,-0.24,75.89,72.22,20.56,-0.108,-2.154,-1.258,-0.895,2.27,71.12,69.75,20.56,1.41,70.63,3.15,71.55,3.6,25.33,9,41.3,-0.063,-0.363,0.405,-0.105,-0.363,20.14,55.4,-0.11,284.5,10.79,205,168,37,58.7,30.94,119,"22' 9""",-0.105,41.07,40,86.21,62.96,38.1,100,0.432,47.37,59.09,0.481,71.11,43.75,54,30,45,-0.059,-1,62.73,101,161
Emiliano Grillo,40.7,1.822,0.67,-1.143,"10' 1""",1.704,27.59,"7' 9""",3.7,11.54,31.05,33.33,64.58,19.35,19.06,"30' 11""",0.733,67.49,168.9,63.16,75,72.93,-0.24,81.72,78.54,21.23,-0.432,-9.499,15.658,-25.155,2.77,70.48,69.83,21.23,1.28,70.38,3.04,70.85,3.69,25.89,5.2,41.3,0.712,0.117,0.733,-0.138,0.117,16.29,63.19,-0.13,285.8,11.07,41,36,5,58.7,27.36,34,"23' 4""",-0.138,40.43,42.86,77.27,47.27,22.73,70.59,0.49,33.33,50.98,0.527,57.63,42.86,216,39,36.67,0.294,5,51.58,98,190
Lucas Bjerregaard,55.1,1.751,0.41,-0.017,"10' 11""",1.598,31.77,"9' 4""",2.29,10.24,39.22,25.93,51.85,17.24,20.3,"33' 2""",-0.48,59.88,163.9,53.19,70,63.07,-0.3,72.38,68.98,20.59,-1.097,-13.165,-12.957,-0.207,3.18,72.07,68,20.59,1.02,71.94,3.03,71.57,3.65,21.31,12.1,48.9,-1.08,-0.409,-0.48,-0.19,-0.409,15.76,44.24,-0.16,298.1,20,343,141,202,51.1,35.76,226,"22' 5""",-0.19,48.28,60,85.71,46.51,22.73,100,0.571,46.15,50,0.605,42.11,66.67,221,17,47.62,-0.091,-1,50.44,57,113
Aaron Baddeley,59.38,1.739,0.39,0.093,"8' 7""",1.577,32.56,"7' 11""",2.19,9.88,41.41,20.83,60.42,18,20.91,"34' 7""",-0.098,59.69,168.4,52.17,46.7,65.15,-0.3,74.91,69.81,22.39,0.294,6.754,4.613,2.144,2.21,70.27,70.43,22.39,1.56,70.36,3.02,70.3,4,21.79,9.4,64.6,0.201,-0.523,-0.098,0.822,-0.523,11.25,59.69,-0.2,281.2,17.19,360,201,159,35.4,28.44,108,"22' 11""",0.822,60,46.67,87.5,61.04,31.03,91.67,0.227,71.43,76,0.403,60,52.38,42,33,65.96,E,E,63.77,132,207
Satoshi Kodaira,53.85,1.845,0.61,-0.994,"11' 7""",1.67,20.82,"9' 0""",3.41,10.94,35.3,23.33,50,0,12.66,"35' 1""",-0.797,56.69,167.3,60,37.5,61.29,-0.18,72.45,64.05,13.26,-2.785,-47.339,-30.435,-16.902,3.03,72.57,72,13.26,0.67,72.55,3.09,72.91,2.32,12.5,6.8,42.1,-1.79,-0.533,-0.797,-0.46,-0.533,13.56,67.8,-0.01,272.8,8.9,349,130,219,57.9,22.46,15,"27' 9""",-0.46,50.82,60,66.67,50,17.39,88.89,0.49,60.87,62.75,0.576,55.56,51.72,200,31,50,E,E,54.17,117,216
Paul Casey,47.14,1.752,0.68,-0.741,"8' 5""",1.647,33.14,"7' 1""",3.77,10.5,36.71,30.91,61.82,22.22,24.41,"33' 7""",0.905,60,175.5,71.43,66.7,70.44,-0.31,78,79.17,24.21,0.293,4.69,16.544,-11.853,2.5,69.75,69.14,24.21,1.51,70.29,3.14,68.71,4.18,27.27,2.6,42.6,1.034,0.557,0.905,-0.428,0.557,15.79,67.11,-0.21,294.5,11.84,38,7,31,57.4,27.63,63,"30' 6""",-0.428,35.71,50,92.31,50,27.27,100,0.568,33.33,50,0.548,62.5,27.27,193,28,26.67,-0.059,-1,55.03,82,149
Kristoffer Ventura,57.75,1.766,0.5,0.959,"13' 8""",1.605,34.76,"11' 7""",2.94,9.94,41.01,37.78,48.89,22.22,25.78,"34' 1""",-0.525,60,165.1,68.75,37.5,64.87,-0.32,75.89,70.99,23.2,-0.617,-11.107,-28.371,17.266,2.59,71.42,68.5,23.2,1.35,70.91,3.15,71.42,4.12,25,6.5,62,-1.576,-0.123,-0.525,-0.929,-0.123,12.1,58.87,-0.27,290.7,19.35,222,58,164,38,31.45,134,"24' 10""",-0.929,36.73,57.14,88.46,59.79,20,89.47,0.556,27.78,48.89,0.443,49.12,55.56,177,34,41.46,0.105,2,55.81,120,215
Arjun Atwal,44.44,1.832,0.9,-1.47,"13' 4""",1.653,26.34,"12' 8""",5.03,10.29,35.98,25,41.67,0,12.8,"33' 6""",-0.495,62.25,156.8,35.29,62.5,64.55,-0.21,73.54,68.89,18.52,-2.34,-23.404,-8.708,-14.696,3.29,71.94,70.67,18.52,0.96,71.57,3.2,71.75,3.24,17.39,5.8,42.1,-0.871,-0.455,-0.495,0.079,-0.455,17.27,58.99,0.04,276.6,15.11,325,150,175,57.9,32.37,57,"23' 3""",0.079,42.86,50,90.91,75.47,27.27,75,0.48,28.57,52,0.189,40,44.44,167,21,42.86,0.25,2,56.72,76,134
Chris Baker,53.68,1.829,0.7,-0.732,"10' 8""",1.677,23.83,"10' 0""",3.9,11.03,33.48,21.05,50,0,16.67,"34' 8""",-0.293,59.68,165.3,54.29,25,67.72,-0.22,79.43,70.37,17.27,-0.805,-16.904,-1.539,-15.365,2.41,70.71,72.33,17.27,1.12,71.19,3.07,70.62,2.97,10.75,5.4,62.8,-0.073,0.191,-0.293,0.029,0.191,10.2,68.03,-0.09,278.5,14.63,159,70,89,37.2,24.83,27,"24' 2""",0.029,50.88,33.33,73.08,56.32,39.13,87.5,0.373,54.55,66.67,0.448,59.09,44.83,122,37,54.55,0.063,1,58.6,126,215
Robert Garrigus,43.18,1.812,0.68,-0.987,"12' 1""",1.64,25.47,"12' 1""",3.8,10.58,35.09,7.14,42.86,6.25,20,"30' 0""",-0.319,56.46,157.5,35.9,50,62.28,-0.22,73.53,69.44,16.96,-1.817,-18.171,-8.3,-9.873,3,72.27,74,16.96,0.85,72.53,3.13,72.43,3,15.25,7.3,40,-0.83,-0.77,-0.319,0.26,-0.77,22.63,51.82,-0.17,286.3,11.68,421,210,211,60,34.31,213,"22' 6""",0.26,37.84,66.67,88.24,64.58,13.33,69.23,0.429,27.27,57.14,0.354,50,37.5,192,19,38.46,0.308,4,55.04,71,129
Rafa Cabrera Bello,55.36,1.761,0.48,0.429,"11' 3""",1.588,30.82,"10' 5""",2.68,9.69,43.1,15.15,42.42,16.67,19.9,"32' 11""",0.045,58.82,175.5,54.1,25,63.41,-0.28,70.16,67.04,19.92,0.3,4.507,-1.923,6.43,2.41,71.47,70,19.92,1.28,70.69,3.04,71.88,3.52,18.67,7.7,47.2,-0.128,-0.126,0.045,-0.048,-0.126,13.88,62.2,-0.15,282.7,14.83,287,91,196,52.8,28.71,59,"26' 4""",-0.048,44.26,16.67,94.44,71.43,61.54,100,0.269,57.89,73.08,0.286,65.79,52.38,48,29,53.33,E,E,63.35,121,191
Cameron Percy,49.09,1.776,0.51,0.089,"11' 4""",1.64,28.33,"10' 6""",3,10.59,37.09,19.51,46.34,19.57,23.05,"31' 5""",0.636,66.39,161.5,50,58.3,71.17,-0.26,78.13,76.67,21.02,0.621,15.523,13.31,2.215,2.08,69.7,70.88,21.02,1.61,70,3.12,69.55,3.68,18.75,6.9,46.3,0.532,0.191,0.636,-0.295,0.191,17.48,61.03,-0.2,286.1,11.75,129,115,14,53.7,29.23,103,"23' 6""",-0.295,45.45,20,88.57,62.5,26.67,88.46,0.404,52.38,61.4,0.375,61.43,39.13,62,37,46.15,0.038,1,61.98,119,192
Webb Simpson,67.03,1.7,0.45,0.513,"10' 0""",1.568,35.82,"9' 3""",2.53,9.55,43.18,24.49,57.14,22.22,26.99,"29' 4""",0.836,68.73,167.8,67.12,69.2,71.46,-0.35,81.55,77.25,26.52,1.586,33.306,22.528,10.781,1.82,68.67,66.2,26.52,2.39,68,3.03,67.5,4.68,23.81,4.4,51.7,1.073,-0.039,0.836,0.276,-0.039,12.59,66.67,-0.3,290.4,13.27,23,12,11,48.3,25.85,32,"26' 5""",0.276,58.82,69.23,95.65,59.52,43.75,81.82,0.4,53.33,62.5,0.405,73.68,62.07,14,22,61.9,0.091,1,66.37,75,113
Hank Lebioda,60.19,1.764,0.74,-0.403,"10' 11""",1.634,29.65,"9' 11""",4.13,10.08,39.03,17.02,46.81,12.77,21.27,"33' 10""",-0.564,59.4,163.2,55.42,45.8,64.67,-0.26,74.45,66,19.94,-1.246,-31.143,-21.076,-10.066,2.97,72.27,69.67,19.94,1.06,71.49,3.06,73.14,3.44,16.41,6.9,47,-0.843,-0.113,-0.564,-0.165,-0.113,18.57,55.71,-0.12,283.2,15.14,344,173,171,53,33.71,139,"23' 1""",-0.165,46.58,33.33,83.87,60,29.03,80,0.377,42.31,60.87,0.419,50.72,33.33,182,39,46.15,0.2,4,55.65,138,248
Zack Sucher,53.13,1.784,0.73,-0.365,"11' 6""",1.644,31.62,"10' 0""",4.07,10.33,37.41,31.71,56.1,11.43,25.12,"34' 4""",-0.005,65.02,161.7,60.29,71.4,68.52,-0.27,81.78,75.31,22.59,-0.135,-2.423,4.138,-6.562,3,71.41,69.5,22.59,1.24,70.97,3.07,72.3,4,22.58,11.2,41.9,0.23,0.114,-0.005,0.122,0.114,19.6,49.6,-0.25,297,16.4,247,183,64,58.1,36,215,"21' 8""",0.122,51.92,50,95,49.18,26.32,94.12,0.439,47.06,48.78,0.508,45.28,50,208,30,55.26,E,E,53.53,91,170
