player,SG: Around-the-Green-ROUNDS,SG: Around-the-Green-AVERAGE,SG: Around-the-Green-TOTAL SG:ARG,SG: Around-the-Green-MEASURED ROUNDS,Sand Save Percentage-ROUNDS,Sand Save Percentage-%,Sand Save Percentage-# SAVES,Sand Save Percentage-# BUNKERS,Sand Save Percentage-TOTAL O/U PAR,Sand Saves from < 10 yards-ROUNDS,Sand Saves from < 10 yards-%,Sand Saves from < 10 yards-# OF SAVES,Sand Saves from < 10 yards-# OF BUNKERS,Proximity to Hole from Fringe-ROUNDS,Proximity to Hole from Fringe-AVG DTP,Proximity to Hole from Fringe-TOTAL DISTANCE (FEET),Proximity to Hole from Fringe-# OF SHOTS,Proximity to Hole from Fringe-SCRAMBLING RANK,Proximity to Hole from Rough-ROUNDS,Proximity to Hole from Rough-AVG DTP,Proximity to Hole from Rough-TOTAL DISTANCE (FEET),Proximity to Hole from Rough-# OF SHOTS,Proximity to Hole from Rough-SCRAMBLING RANK,Scrambling > 30 yds (RTP Score)-ROUNDS,Scrambling > 30 yds (RTP Score)-AVG RTP,Scrambling > 30 yds (RTP Score)-TOTAL HOLES,Scrambling > 30 yds (RTP Score)-TOTAL RTP,Proximity to Hole from Sand-ROUNDS,Proximity to Hole from Sand-AVG DTP,Proximity to Hole from Sand-TOTAL DISTANCE (FEET),Proximity to Hole from Sand-# OF SHOTS,Proximity to Hole from Sand-SCRAMBLING RANK,Proximity to Hole (ARG)-ROUNDS,Proximity to Hole (ARG)-AVG DTP,Proximity to Hole (ARG)-TOTAL DISTANCE (FEET),Proximity to Hole (ARG)-# OF SHOTS,Proximity to Hole (ARG)-SCRAMBLING RANK,Sand Saves from 20-30 yards-ROUNDS,Sand Saves from 20-30 yards-%,Sand Saves from 20-30 yards-# OF SAVES,Sand Saves from 20-30 yards-# OF BUNKERS,Scrambling from < 10 yards-ROUNDS,Scrambling from < 10 yards-%,Scrambling from < 10 yards-SUCCESSES,Scrambling from < 10 yards-ATTEMPTS,Scrambling from the Rough-ROUNDS,Scrambling from the Rough-%,Scrambling from the Rough-SUCCESSES,Scrambling from the Rough-ATTEMPTS,Scrambling from > 30 yards-ROUNDS,Scrambling from > 30 yards-%,Scrambling from > 30 yards-SUCCESSES,Scrambling from > 30 yards-ATTEMPTS,Scrambling from the Fringe-ROUNDS,Scrambling from the Fringe-%,Scrambling from the Fringe-SUCCESSES,Scrambling from the Fringe-ATTEMPTS,Proximity to Hole from 30+ yards-ROUNDS,Proximity to Hole from 30+ yards-AVG DTP,Proximity to Hole from 30+ yards-TOTAL DISTANCE (FEET),Proximity to Hole from 30+ yards-# OF SHOTS,Proximity to Hole from 30+ yards-SCRAMBLING RANK,Scrambling Average Distance to Hole-ROUNDS,Scrambling Average Distance to Hole-AVG DTP,Scrambling Average Distance to Hole-TOTAL DISTANCE (FEET),Scrambling Average Distance to Hole-ATTEMPTS,Proximity to Hole from Other Locations-ROUNDS,Proximity to Hole from Other Locations-AVG DTP,Proximity to Hole from Other Locations-TOTAL DISTANCE (FEET),Proximity to Hole from Other Locations-# OF SHOTS,Proximity to Hole from Other Locations-SCRAMBLING RANK,Scrambling 10-20 yds (RTP Score)-ROUNDS,Scrambling 10-20 yds (RTP Score)-AVG RTP,Scrambling 10-20 yds (RTP Score)-TOTAL HOLES,Scrambling 10-20 yds (RTP Score)-TOTAL RTP,Sand Saves from 10-20 yards-ROUNDS,Sand Saves from 10-20 yards-%,Sand Saves from 10-20 yards-# OF SAVES,Sand Saves from 10-20 yards-# OF BUNKERS,Scrambling from 10-20 yards-ROUNDS,Scrambling from 10-20 yards-%,Scrambling from 10-20 yards-SUCCESSES,Scrambling from 10-20 yards-ATTEMPTS,Proximity to Hole from 20-30 yards-ROUNDS,Proximity to Hole from 20-30 yards-AVG DTP,Proximity to Hole from 20-30 yards-TOTAL DISTANCE (FEET),Proximity to Hole from 20-30 yards-# OF SHOTS,Proximity to Hole from 20-30 yards-SCRAMBLING RANK,Scrambling Rough (RTP Score)-ROUNDS,Scrambling Rough (RTP Score)-AVG RTP,Scrambling Rough (RTP Score)-TOTAL HOLES,Scrambling Rough (RTP Score)-TOTAL RTP,Scrambling from Other Locations-ROUNDS,Scrambling from Other Locations-%,Scrambling from Other Locations-SUCCESSES,Scrambling from Other Locations-ATTEMPTS,Scrambling from 20-30 yards-ROUNDS,Scrambling from 20-30 yards-%,Scrambling from 20-30 yards-SUCCESSES,Scrambling from 20-30 yards-ATTEMPTS,Proximity to Hole from 10-20 yards-ROUNDS,Proximity to Hole from 10-20 yards-AVG DTP,Proximity to Hole from 10-20 yards-TOTAL DISTANCE (FEET),Proximity to Hole from 10-20 yards-# OF SHOTS,Proximity to Hole from 10-20 yards-SCRAMBLING RANK,Scrambling 20-30 yds (RTP Score)-ROUNDS,Scrambling 20-30 yds (RTP Score)-AVG RTP,Scrambling 20-30 yds (RTP Score)-TOTAL HOLES,Scrambling 20-30 yds (RTP Score)-TOTAL RTP,Proximity to Hole from < 10 yards-ROUNDS,Proximity to Hole from < 10 yards-AVG DTP,Proximity to Hole from < 10 yards-TOTAL DISTANCE (FEET),Proximity to Hole from < 10 yards-# OF SHOTS,Proximity to Hole from < 10 yards-SCRAMBLING RANK,Scrambling from the Sand-ROUNDS,Scrambling from the Sand-%,Scrambling from the Sand-SUCCESSES,Scrambling from the Sand-ATTEMPTS,Scrambling Fringe (RTP Score)-ROUNDS,Scrambling Fringe (RTP Score)-AVG RTP,Scrambling Fringe (RTP Score)-TOTAL HOLES,Scrambling Fringe (RTP Score)-TOTAL RTP,Scrambling-ROUNDS,Scrambling-%,Scrambling-PAR OR BETTER,Scrambling-MISSED GIR,Sand Saves from 30+ yards-ROUNDS,Sand Saves from 30+ yards-%,Sand Saves from 30+ yards-# OF SAVES,Sand Saves from 30+ yards-# OF BUNKERS
Vincent Whaley,30,-.185,-3.700,20,30,31.11,14,45,+23.00,30,33.33,1,3,30,"4' 2""",62.667,15,125,30,"8' 0""",377.833,47,125,30,+.846,26,+22.00,30,"10' 5""",311.750,30,125,30,"7' 3""",964.833,133,125,30,42.86,3,7,30,86.67,26,30,30,59.15,42,71,30,34.62,9,26,30,79.17,19,24,30,"10' 8""",191.750,18,125,30,"8' 3""",930.417,113,30,"5' 2""",2.551,41,125,30,+.510,49,+25.00,30,27.78,5,18,30,53.06,26,49,30,"7' 11""",277.500,35,125,30,+.408,71,+29.00,30,66.07,37,56,30,50.00,13,26,30,"7' 11""",395.417,50,125,30,+.500,26,+13.00,30,"3' 4""",100.167,30,125,30,29.03,9,31,30,+.208,24,+5.00,30,58.47,107,183,30,28.57,2,7
Sung Kang,49,-.200,-7.607,38,49,44.12,45,102,+35.00,49,33.33,1,3,49,"2' 7""",53.417,21,166,49,"8' 2""",710.417,87,166,49,+1.083,24,+26.00,49,"9' 3""",564.333,61,166,49,"7' 6""","1,888.750",253,166,49,42.86,9,21,49,81.13,43,53,49,53.16,42,79,49,29.17,7,24,49,91.67,22,24,49,"11' 5""",399.250,35,166,49,"8' 5""","1,663.167",198,49,"6' 8""",6.727,84,166,49,+.485,101,+49.00,49,37.50,15,40,49,54.46,55,101,49,"9' 8""",510.750,53,166,49,+.519,79,+41.00,49,60.71,51,84,49,45.95,17,37,49,"7' 2""",828.750,116,166,49,+.595,37,+22.00,49,"3' 1""",150.000,49,166,49,35.85,19,53,49,-.250,24,-6.00,49,56.79,159,280,49,50.00,4,8
Jonathan Byrd,19,-.206,-2.475,12,19,56.67,17,30,+9.00,19,.00,0,1,19,"2' 3""",13.250,6,163,19,"7' 5""",171.250,23,163,19,+.875,8,+7.00,19,"9' 4""",111.833,12,163,19,"7' 4""",474.083,65,163,19,25.00,1,4,19,70.59,12,17,19,50.00,21,42,19,12.50,1,8,19,100.00,11,11,19,"12' 5""",87.083,7,163,19,"7' 11""",480.583,61,19,"7' 5""",2.133,24,163,19,+.318,22,+7.00,19,44.44,4,9,19,59.09,13,22,19,"8' 9""",184.333,21,163,19,+.476,42,+20.00,19,51.35,19,37,19,52.63,10,19,19,"6' 9""",162.417,24,163,19,+.526,19,+10.00,19,"3' 1""",40.250,13,163,19,60.87,14,23,19,-.091,11,-1.00,19,57.02,65,114,19,100.00,1,1
Pat Perez,39,-.227,-5.445,24,39,51.52,34,66,+28.00,39,50.00,1,2,39,"3' 3""",19.667,6,124,39,"8' 11""",428.917,48,124,39,+1.250,16,+20.00,39,"7' 6""",263.000,35,124,39,"7' 7""","1,032.667",136,124,39,40.00,4,10,39,81.82,18,22,39,59.09,39,66,39,6.25,1,16,39,90.91,10,11,39,"15' 7""",140.250,9,124,39,"9' 0""","1,111.750",124,39,"6' 10""",3.853,47,124,39,+.394,71,+28.00,39,56.25,18,32,39,61.97,44,71,39,"7' 3""",238.750,33,124,39,+.424,66,+28.00,39,57.41,31,54,39,48.15,13,27,39,"7' 11""",578.583,73,124,39,+.556,27,+15.00,39,"3' 7""",75.083,21,124,39,52.38,22,42,39,+.091,11,+1.00,39,58.53,127,217,39,50.00,1,2
Danny Lee,42,-.227,-6.367,28,42,58.75,47,80,+10.00,42,75.00,3,4,42,"2' 8""",31.500,12,47,42,"8' 4""",434.667,52,47,42,+.733,30,+22.00,42,"8' 8""",467.167,54,47,42,"7' 10""","1,564.833",200,47,42,50.00,8,16,42,88.10,37,42,42,59.70,40,67,42,36.67,11,30,42,100.00,12,12,42,"11' 6""",332.417,29,47,42,"8' 1""","1,371.583",170,42,"7' 8""",7.578,82,47,42,+.447,85,+38.00,42,57.14,20,35,42,58.82,50,85,42,"9' 2""",368.000,40,47,42,+.388,67,+26.00,42,59.34,54,91,42,53.85,14,26,42,"8' 0""",755.750,94,47,42,+.500,26,+13.00,42,"2' 11""",108.667,37,47,42,62.79,27,43,42,E,12,E,42,63.39,161,254,42,42.86,3,7
Troy Merritt,38,-.231,-5.773,25,38,41.54,27,65,+34.00,38,100.00,1,1,38,"2' 4""",36.833,16,150,38,"10' 9""",537.833,50,150,38,+.815,27,+22.00,38,"12' 1""",423.333,35,150,38,"8' 3""","1,404.167",170,150,38,41.67,5,12,38,93.55,29,31,38,52.54,31,59,38,25.93,7,27,38,88.46,23,26,38,"14' 9""",368.000,25,150,38,"9' 4""","1,463.583",157,38,"5' 11""",4.874,69,150,38,+.468,79,+37.00,38,48.00,12,25,38,62.03,49,79,38,"10' 8""",383.583,36,150,38,+.492,59,+29.00,38,58.02,47,81,38,54.55,18,33,38,"7' 3""",587.750,81,150,38,+.485,33,+16.00,38,"2' 4""",64.833,28,150,38,50.00,18,36,38,-.115,26,-3.00,38,57.32,137,239,38,33.33,2,6
Ryan Brehm,42,-.239,-5.744,24,42,48.53,33,68,+39.00,42,40.00,2,5,42,"2' 9""",33.083,12,191,42,"10' 0""",501.083,50,191,42,+1.241,29,+36.00,42,"10' 2""",398.000,39,191,42,"8' 10""","1,217.917",138,191,42,76.92,10,13,42,64.00,16,25,42,54.55,48,88,42,20.69,6,29,42,82.35,14,17,42,"10' 4""",175.667,17,191,42,"9' 8""","1,082.667",112,42,"7' 9""",3.429,37,191,42,+.451,51,+23.00,42,22.73,5,22,42,56.86,29,51,42,"10' 10""",411.917,38,191,42,+.443,88,+39.00,42,57.53,42,73,42,50.00,13,26,42,"8' 11""",482.000,54,191,42,+.500,26,+13.00,42,"5' 1""",148.333,29,191,42,47.17,25,53,42,+.118,17,+2.00,42,55.13,129,234,42,40.00,2,5
Chris Stroud,30,-.241,-4.821,20,30,47.17,25,53,+17.00,30,33.33,1,3,30,"2' 7""",36.167,14,156,30,"7' 7""",271.583,36,156,30,+.913,23,+21.00,30,"11' 0""",374.750,34,156,30,"8' 4""","1,113.333",133,156,30,40.00,2,5,30,87.10,27,31,30,57.63,34,59,30,21.74,5,23,30,95.00,19,20,30,"16' 3""",309.000,19,156,30,"9' 1""","1,060.833",117,30,"8' 10""",5.170,49,156,30,+.436,55,+24.00,30,60.71,17,28,30,56.36,31,55,30,"11' 3""",259.500,23,156,30,+.424,59,+25.00,30,50.00,39,78,30,45.00,9,20,30,"7' 2""",445.750,62,156,30,+.650,20,+13.00,30,"3' 5""",99.083,29,156,30,51.28,20,39,30,E,20,E,30,57.14,112,196,30,.00,0,3
Stewart Cink,31,-.245,-6.130,25,31,49.28,34,69,+17.00,31,66.67,2,3,31,"3' 1""",24.917,8,175,31,"10' 6""",347.667,33,175,31,+.926,27,+25.00,31,"8' 10""",443.667,50,175,31,"7' 9""","1,074.750",138,175,31,38.10,8,21,31,80.77,21,26,31,37.50,18,48,31,25.93,7,27,31,88.89,16,18,31,"14' 7""",218.583,15,175,31,"9' 6""","1,203.333",127,31,"5' 6""",3.102,47,175,31,+.361,61,+22.00,31,60.00,18,30,31,63.93,39,61,31,"10' 6""",335.333,32,175,31,+.708,48,+34.00,31,63.49,40,63,31,53.33,16,30,31,"6' 7""",426.833,65,175,31,+.500,30,+15.00,31,"3' 7""",94.000,26,175,31,53.06,26,49,31,-.056,18,-1.00,31,55.87,100,179,31,60.00,3,5
Robert Streb,40,-.245,-5.399,22,40,38.03,27,71,+34.00,40,100.00,1,1,40,"2' 6""",39.417,16,194,40,"6' 2""",301.250,49,194,40,+1.000,23,+23.00,40,"10' 10""",356.333,33,194,40,"7' 3""","1,077.250",148,194,40,8.33,1,12,40,89.19,33,37,40,65.38,51,78,40,30.43,7,23,40,83.33,20,24,40,"9' 10""",186.583,19,194,40,"8' 6""",998.667,118,40,"7' 7""",4.563,50,194,40,+.467,45,+21.00,40,47.37,9,19,40,55.56,25,45,40,"11' 4""",384.500,34,194,40,+.397,78,+31.00,40,47.89,34,71,40,24.14,7,29,40,"7' 1""",390.917,55,194,40,+.862,29,+25.00,40,"2' 11""",115.250,40,194,40,38.60,22,57,40,+.125,24,+3.00,40,54.98,127,231,40,75.00,3,4
Dominic Bozzelli,32,-.255,-5.091,20,32,41.54,27,65,+29.00,32,50.00,1,2,32,"2' 0""",13.750,7,205,32,"9' 2""",469.583,51,205,32,+.933,30,+28.00,32,"10' 1""",374.167,37,205,32,"8' 3""","1,092.750",132,205,32,44.44,8,18,32,78.57,22,28,32,54.88,45,82,32,30.00,9,30,32,95.00,19,20,32,"11' 11""",239.000,20,205,32,"9' 7""","1,078.333",113,32,"6' 4""",2.823,37,205,32,+.422,45,+19.00,32,47.37,9,19,32,60.00,27,45,32,"10' 11""",405.250,37,205,32,+.500,82,+41.00,32,49.23,32,65,32,36.67,11,30,32,"7' 2""",357.917,50,205,32,+.700,30,+21.00,32,"3' 7""",90.583,25,205,32,42.55,20,47,32,+.050,20,+1.00,32,53.70,116,216,32,33.33,1,3
Cameron Champ,42,-.268,-8.840,33,42,40.98,25,61,+21.00,42,100.00,2,2,42,"3' 5""",71.083,21,118,42,"10' 5""",675.667,65,118,42,+.871,31,+27.00,42,"9' 8""",426.500,44,118,42,"8' 4""","1,830.333",219,118,42,55.56,5,9,42,86.84,33,38,42,58.67,44,75,42,29.03,9,31,42,86.96,20,23,42,"13' 8""",450.917,33,118,42,"8' 11""","1,538.750",172,42,"7' 5""",7.885,89,118,42,+.476,82,+39.00,42,36.84,14,38,42,52.44,43,82,42,"7' 8""",382.917,50,118,42,+.453,75,+34.00,42,60.00,54,90,42,68.42,26,38,42,"8' 10""",898.500,102,118,42,+.368,38,+14.00,42,"2' 11""",98.000,34,118,42,40.48,17,42,42,+.130,23,+3.00,42,58.70,135,230,42,33.33,2,6
George McNeill,22,-.269,-3.497,13,22,40.74,11,27,+10.00,22,100.00,2,2,22,"3' 0""",27.083,9,144,22,"8' 9""",218.083,25,144,22,+1.000,8,+8.00,22,"10' 9""",118.417,11,144,22,"7' 11""",599.917,76,144,22,28.57,2,7,22,84.62,11,13,22,56.52,26,46,22,25.00,2,8,22,87.50,14,16,22,"10' 10""",108.417,10,144,22,"8' 10""",546.583,62,22,"7' 7""",2.836,31,144,22,+.269,26,+7.00,22,50.00,1,2,22,73.08,19,26,22,"11' 0""",284.917,26,144,22,+.500,46,+23.00,22,55.56,20,36,22,44.44,8,18,22,"6' 6""",174.833,27,144,22,+.667,18,+12.00,22,"2' 5""",31.750,13,144,22,44.44,8,18,22,+.063,16,+1.00,22,57.63,68,118,22,.00,0,2
Henrik Norlander,48,-.269,-8.075,30,48,43.37,36,83,+34.00,48,50.00,2,4,48,"3' 1""",45.833,15,214,48,"9' 7""",604.750,63,214,48,+.850,20,+17.00,48,"9' 5""",461.583,49,214,48,"8' 6""","1,508.917",178,214,48,44.44,8,18,48,75.00,21,28,48,50.00,53,106,48,30.00,6,20,48,90.00,18,20,48,"12' 6""",224.583,18,214,48,"9' 0""","1,382.250",153,48,"7' 9""",4.761,51,214,48,+.553,76,+42.00,48,38.71,12,31,48,50.00,38,76,48,"10' 2""",519.000,51,214,48,+.509,106,+54.00,48,51.90,41,79,48,41.86,18,43,48,"7' 10""",661.333,84,214,48,+.581,43,+25.00,48,"4' 2""",104.000,25,214,48,46.03,29,63,48,+.100,20,+2.00,48,52.61,141,268,48,33.33,1,3
Ryan Palmer,36,-.275,-7.430,27,36,47.54,29,61,+19.00,36,57.14,4,7,36,"3' 5""",65.417,19,108,36,"7' 3""",362.750,50,108,36,+.792,24,+19.00,36,"8' 8""",337.750,39,108,36,"6' 7""","1,197.583",183,108,36,57.14,4,7,36,85.37,35,41,36,48.98,24,49,36,29.17,7,24,36,88.89,16,18,36,"11' 4""",238.667,21,108,36,"8' 5""","1,279.417",152,36,"5' 9""",5.180,75,108,36,+.548,73,+40.00,36,50.00,13,26,36,54.79,40,73,36,"6' 10""",226.417,33,108,36,+.551,49,+27.00,36,61.43,43,70,36,64.00,16,25,36,"6' 7""",552.417,84,108,36,+.320,25,+8.00,36,"4' 0""",180.083,45,108,36,51.43,18,35,36,+.056,18,+1.00,36,59.42,123,207,36,42.86,3,7
Jason Kokrak,37,-.275,-7.160,26,37,50.00,30,60,+24.00,37,66.67,4,6,37,"3' 8""",54.750,15,78,37,"7' 10""",397.833,51,78,37,+.944,18,+17.00,37,"10' 3""",421.167,41,78,37,"7' 11""","1,261.083",159,78,37,57.14,4,7,37,87.88,29,33,37,74.00,37,50,37,11.11,2,18,37,73.33,11,15,37,"11' 6""",196.167,17,78,37,"7' 7""","1,051.583",139,37,"7' 5""",4.648,52,78,37,+.312,77,+24.00,37,56.25,18,32,37,67.53,52,77,37,"10' 3""",338.250,33,78,37,+.280,50,+14.00,37,57.14,36,63,37,65.22,15,23,37,"7' 2""",549.750,77,78,37,+.391,23,+9.00,37,"5' 6""",176.917,32,78,37,56.76,21,37,37,+.200,15,+3.00,37,61.24,128,209,37,.00,0,2
Michael Gligic,36,-.277,-6.086,22,36,50.00,26,52,+26.00,36,100.00,2,2,36,"2' 9""",22.000,8,135,36,"10' 0""",470.333,47,135,36,+1.036,28,+29.00,36,"8' 5""",261.083,31,135,36,"8' 4""","1,166.417",140,135,36,75.00,6,8,36,87.50,21,24,36,52.69,49,93,36,25.00,7,28,36,89.47,17,19,36,"15' 10""",253.250,16,135,36,"9' 0""","1,131.833",126,36,"7' 8""",4.956,54,135,36,+.361,72,+26.00,36,53.85,14,26,36,65.28,47,72,36,"11' 5""",296.917,26,135,36,+.538,93,+50.00,36,63.51,47,74,36,52.63,10,19,36,"7' 5""",549.083,74,135,36,+.474,19,+9.00,36,"2' 10""",67.167,24,135,36,48.78,20,41,36,+.105,19,+2.00,36,58.08,133,229,36,.00,0,1
Tyler Duncan,49,-.282,-10.140,36,49,44.44,32,72,+33.00,49,33.33,2,6,49,"1' 9""",37.000,21,151,49,"7' 9""",509.333,66,151,49,+.805,41,+33.00,49,"9' 0""",439.833,49,151,49,"7' 3""","1,539.250",212,151,49,33.33,7,21,49,84.21,48,57,49,52.38,55,105,49,34.15,14,41,49,96.88,31,32,49,"11' 6""",288.167,25,151,49,"9' 0""","1,906.750",212,49,"7' 3""",6.637,76,151,49,+.424,85,+36.00,49,55.17,16,29,49,58.82,50,85,49,"10' 1""",534.917,53,151,49,+.524,105,+55.00,49,57.89,55,95,49,42.55,20,47,49,"6' 5""",566.250,88,151,49,+.617,47,+29.00,49,"3' 3""",149.917,46,151,49,47.46,28,59,49,-.063,32,-2.00,49,57.29,169,295,49,.00,0,2
Cameron Percy,37,-.295,-7.384,25,37,45.45,20,44,+22.00,37,50.00,2,4,37,"2' 4""",47.083,20,62,37,"9' 0""",397.250,44,62,37,+.733,15,+11.00,37,"9' 1""",254.500,28,62,37,"7' 8""","1,093.417",143,62,37,20.00,1,5,37,88.57,31,35,37,62.50,35,56,37,26.67,4,15,37,88.46,23,26,37,"13' 9""",206.167,15,62,37,"7' 8""",949.667,124,37,"7' 9""",4.735,51,62,37,+.404,57,+23.00,37,52.38,11,21,37,61.40,35,57,37,"11' 1""",343.333,31,62,37,+.375,56,+21.00,37,61.43,43,70,37,39.13,9,23,37,"7' 0""",425.833,61,62,37,+.652,23,+15.00,37,"3' 3""",118.083,36,62,37,46.15,18,39,37,+.038,26,+1.00,37,61.98,119,192,37,.00,0,1
Johnson Wagner,19,-.310,-3.100,10,19,37.04,10,27,+16.00,19,50.00,1,2,19,"3' 11""",23.333,6,95,19,"11' 11""",166.500,14,95,19,+1.182,11,+13.00,19,"11' 6""",126.250,11,95,19,"9' 1""",444.167,49,95,19,40.00,2,5,19,42.86,3,7,19,59.46,22,37,19,18.18,2,11,19,78.95,15,19,19,"19' 6""",175.333,9,95,19,"9' 8""",433.250,45,19,"7' 1""",1.537,18,95,19,+.160,25,+4.00,19,20.00,1,5,19,84.00,21,25,19,"12' 11""",128.750,10,95,19,+.459,37,+17.00,19,63.33,19,30,19,57.14,4,7,19,"4' 5""",96.833,22,95,19,+.429,7,+3.00,19,"5' 5""",43.250,8,95,19,40.91,9,22,19,+.158,19,+3.00,19,60.19,65,108,19,50.00,1,2
Chase Seiffert,44,-.321,-8.343,26,44,40.30,27,67,+31.00,44,100.00,1,1,44,"3' 10""",19.333,5,179,44,"7' 3""",419.833,58,179,44,+.645,31,+20.00,44,"9' 10""",402.167,41,179,44,"7' 7""","1,121.333",148,179,44,47.06,8,17,44,85.71,30,35,44,56.41,66,117,44,41.94,13,31,44,84.21,16,19,44,"9' 10""",265.500,27,179,44,"9' 2""","1,304.417",142,44,"6' 4""",3.360,44,179,44,+.508,63,+32.00,44,42.31,11,26,44,50.79,32,63,44,"10' 2""",304.750,30,179,44,+.436,117,+51.00,44,58.21,39,67,44,32.14,9,28,44,"7' 7""",464.250,61,179,44,+.714,28,+20.00,44,"2' 11""",86.833,30,179,44,40.38,21,52,44,+.105,19,+2.00,44,55.69,142,255,44,60.00,3,5
Corey Conners,44,-.325,-10.389,32,44,41.79,28,67,+27.00,44,50.00,2,4,44,"3' 7""",50.583,14,206,44,"8' 2""",401.583,49,206,44,+.792,24,+19.00,44,"9' 6""",418.250,44,206,44,"8' 3""","1,418.083",172,206,44,50.00,6,12,44,83.87,26,31,44,50.00,24,48,44,29.17,7,24,44,87.50,14,16,44,"13' 5""",417.000,31,206,44,"8' 6""","1,156.333",136,44,"8' 5""",6.572,65,206,44,+.516,62,+32.00,44,39.29,11,28,44,54.84,34,62,44,"9' 1""",389.833,43,206,44,+.521,48,+25.00,44,50.00,25,50,44,37.93,11,29,44,"7' 3""",510.250,70,206,44,+.655,29,+19.00,44,"3' 7""",101.000,28,206,44,41.67,15,36,44,E,16,E,44,53.69,109,203,44,40.00,2,5
J.J. Henry,21,-.326,-3.912,12,21,27.78,10,36,+24.00,21,.00,0,1,21,"2' 6""",7.417,3,195,21,"6' 8""",140.417,21,195,21,+.882,17,+15.00,21,"16' 8""",333.167,20,195,21,"9' 6""",624.250,66,195,21,28.57,2,7,21,83.33,10,12,21,68.75,33,48,21,29.41,5,17,21,87.50,7,8,21,"14' 7""",116.333,8,195,21,"10' 1""",613.333,61,21,"6' 6""",1.719,22,195,21,+.379,29,+11.00,21,50.00,6,12,21,58.62,17,29,21,"15' 5""",231.333,15,195,21,+.292,48,+14.00,21,47.37,18,38,21,57.14,8,14,21,"8' 4""",251.000,30,195,21,+.429,14,+6.00,21,"2' 0""",25.583,13,195,21,33.33,10,30,21,+.125,8,+1.00,21,54.84,68,124,21,.00,0,2
Doc Redman,56,-.337,-14.835,44,56,54.02,47,87,+33.00,56,40.00,2,5,56,"2' 1""",31.000,15,155,56,"8' 10""",683.250,77,155,56,+1.056,36,+38.00,56,"8' 4""",498.167,60,155,56,"7' 11""","1,920.500",243,155,56,52.94,9,17,56,81.67,49,60,56,56.60,60,106,56,19.44,7,36,56,91.67,22,24,56,"13' 9""",372.167,27,155,56,"10' 4""","2,223.917",216,56,"7' 9""",8.497,91,155,56,+.449,89,+40.00,56,60.47,26,43,56,61.80,55,89,56,"10' 5""",643.333,62,155,56,+.509,106,+54.00,56,50.91,56,110,56,38.46,20,52,56,"6' 11""",671.167,97,155,56,+.654,52,+34.00,56,"4' 1""",233.833,57,155,56,56.06,37,66,56,-.125,24,-3.00,56,57.19,175,306,56,20.00,1,5
Robby Shelton,51,-.343,-12.681,37,51,50.67,38,75,+26.00,51,57.14,4,7,51,"2' 6""",55.333,22,198,51,"8' 7""",594.917,69,198,51,+.943,35,+33.00,51,"11' 3""",561.250,50,198,51,"8' 1""","1,772.833",220,198,51,61.90,13,21,51,80.39,41,51,51,46.60,48,103,51,25.71,9,35,51,84.85,28,33,51,"13' 0""",402.000,31,198,51,"9' 9""","1,926.250",197,51,"7' 1""",6.736,79,198,51,+.439,98,+43.00,51,45.16,14,31,51,57.14,56,98,51,"9' 7""",450.500,47,198,51,+.583,103,+60.00,51,55.45,61,110,51,48.57,17,35,51,"7' 10""",745.833,95,198,51,+.514,35,+18.00,51,"3' 9""",174.500,47,198,51,50.91,28,55,51,+.091,33,+3.00,51,54.46,165,303,51,.00,0,5
Lucas Glover,43,-.356,-9.254,26,43,48.19,40,83,+24.00,43,60.00,3,5,43,"1' 10""",16.500,9,189,43,"8' 4""",414.667,50,189,43,+.913,23,+21.00,43,"8' 6""",399.750,47,189,43,"7' 9""","1,161.667",150,189,43,44.44,8,18,43,69.70,23,33,43,52.63,30,57,43,26.09,6,23,43,76.47,13,17,43,"12' 3""",244.250,20,189,43,"9' 10""","1,275.250",130,43,"7' 6""",3.969,44,189,43,+.424,59,+25.00,43,60.71,17,28,43,61.02,36,59,43,"8' 11""",346.750,39,189,43,+.526,57,+30.00,43,46.30,25,54,43,45.16,14,31,43,"7' 2""",450.750,63,189,43,+.613,31,+19.00,43,"4' 3""",119.917,28,189,43,53.19,25,47,43,+.118,17,+2.00,43,55.33,135,244,43,28.57,2,7
Max Homa,44,-.415,-12.868,31,44,56.25,36,64,+20.00,44,100.00,2,2,44,"6' 7""",104.917,16,145,44,"9' 2""",559.500,61,145,44,+.824,34,+28.00,44,"9' 10""",413.667,42,145,44,"8' 5""","1,715.917",203,145,44,65.00,13,20,44,91.43,32,35,44,53.52,38,71,44,29.41,10,34,44,92.86,13,14,44,"16' 1""",338.250,21,145,44,"9' 10""","1,764.583",179,44,"7' 7""",7.654,84,145,44,+.390,82,+32.00,44,52.00,13,25,44,62.20,51,82,44,"9' 5""",534.750,57,145,44,+.521,71,+37.00,44,60.67,54,89,44,50.00,22,44,44,"8' 0""",719.167,90,145,44,+.500,44,+22.00,44,"3' 6""",123.750,35,145,44,57.50,23,40,44,E,14,E,44,57.62,155,269,44,50.00,1,2
