player,Bogey Average-EVENTS,Bogey Average-AVERAGE BOGEYS PER ROUND,Bogey Average-TOTAL BOGEYS,Bogey Average-ROUNDS PLAYED,Final Round Performance-EVENTS,Final Round Performance-%,Front 9 Par 4 Scoring Average-ROUNDS,Front 9 Par 4 Scoring Average-AVG,Front 9 Par 4 Scoring Average-TOTAL STROKES,Front 9 Par 4 Scoring Average-TOTAL HOLES,Back 9 Par 4 Scoring Average-ROUNDS,Back 9 Par 4 Scoring Average-AVG,Back 9 Par 4 Scoring Average-TOTAL STROKES,Back 9 Par 4 Scoring Average-TOTAL HOLES,Birdie Average-ROUNDS,Birdie Average-AVG,Birdie Average-# OF BIRDIES,Birdie Average-TOTAL ROUNDS,Scoring Average-ROUNDS,Scoring Average-AVG,Scoring Average-TOTAL STROKES,Scoring Average-TOTAL ADJUSTMENT,Scoring Average-TOTAL ROUNDS,Front 9 Round 1 Scoring Average-AVG,Front 9 Round 1 Scoring Average-TOTAL STROKES,Front 9 Round 1 Scoring Average-TOTAL ROUNDS,Front 9 Par 3 Scoring Average-ROUNDS,Front 9 Par 3 Scoring Average-AVG,Front 9 Par 3 Scoring Average-TOTAL STROKES,Front 9 Par 3 Scoring Average-TOTAL HOLES,Birdie to Bogey Ratio-ROUNDS,Birdie to Bogey Ratio-BIRDIE TO BOGEY RATIO,Birdie to Bogey Ratio-TOTAL BIRDIES AND BETTER,Birdie to Bogey Ratio-TOTAL BOGEYS AND WORSE,Back 9 Round 1 Scoring Average-AVG,Back 9 Round 1 Scoring Average-TOTAL STROKES,Back 9 Round 1 Scoring Average-TOTAL ROUNDS,Bogey Avoidance-ROUNDS,Bogey Avoidance-% MAKES BOGEY,Bogey Avoidance-BOGEYS,Bogey Avoidance-HOLES PLAYED,Back 9 Par 3 Scoring Average-ROUNDS,Back 9 Par 3 Scoring Average-AVG,Back 9 Par 3 Scoring Average-TOTAL STROKES,Back 9 Par 3 Scoring Average-TOTAL HOLES,Par 5 Performance-ROUNDS,Par 5 Performance-STATUS,Par 5 Performance-PAR 5 AVG,Par 5 Performance-TOTAL PAR,SG: Total-ROUNDS,SG: Total-AVERAGE,SG: Total-TOTAL SG:T,SG: Total-TOTAL SG:T2G,SG: Total-TOTAL SG:P,SG: Total-MEASURED ROUNDS,Total Eagles-ROUNDS,Total Eagles-TOTAL,Round 3 Scoring Average-AVG,Round 3 Scoring Average-TOTAL STROKES,Round 3 Scoring Average-TOTAL ROUNDS,Round 2 Scoring Average-AVG,Round 2 Scoring Average-TOTAL STROKES,Round 2 Scoring Average-TOTAL ROUNDS,Par 4 Performance-ROUNDS,Par 4 Performance-STATUS,Par 4 Performance-PAR 4 AVG,Par 4 Performance-TOTAL PAR,Final Round Scoring Average-AVG,Final Round Scoring Average-TOTAL STROKES,Final Round Scoring Average-TOTAL ROUNDS,Back 9 Round 4 Scoring Average-AVG,Back 9 Round 4 Scoring Average-TOTAL STROKES,Back 9 Round 4 Scoring Average-TOTAL ROUNDS,Round 4 Scoring Average-AVG,Round 4 Scoring Average-TOTAL STROKES,Round 4 Scoring Average-TOTAL ROUNDS,Par 4 Scoring Average-ROUNDS,Par 4 Scoring Average-AVG,Par 4 Scoring Average-TOTAL STROKES,Par 4 Scoring Average-TOTAL HOLES,Par Breakers-ROUNDS,Par Breakers-%,Par Breakers-# BIRDIES/EAGLES,Par Breakers-# HOLES,Back 9 Round 2 Scoring Average-AVG,Back 9 Round 2 Scoring Average-TOTAL STROKES,Back 9 Round 2 Scoring Average-TOTAL ROUNDS,Bounce Back-ROUNDS,Bounce Back-%,Birdie or Better Percentage-ROUNDS,Birdie or Better Percentage-%,Birdie or Better Percentage-TOTAL BIRDIES,Birdie or Better Percentage-TOTAL HOLES,Birdie or Better Percentage-GIR RANK,Front 9 Round 3 Scoring Average-AVG,Front 9 Round 3 Scoring Average-TOTAL STROKES,Front 9 Round 3 Scoring Average-TOTAL ROUNDS,Front 9 Round 2 Scoring Average-AVG,Front 9 Round 2 Scoring Average-TOTAL STROKES,Front 9 Round 2 Scoring Average-TOTAL ROUNDS,Scoring Average Before Cut-AVG,Scoring Average Before Cut-TOTAL STROKES,Scoring Average Before Cut-TOTAL ROUNDS,Back 9 Scoring Average-ROUNDS,Back 9 Scoring Average-AVG,Back 9 Scoring Average-TOTAL STROKES,Back 9 Scoring Average-TOTAL HOLES,Par 5 Eagle Leaders-ROUNDS,Par 5 Eagle Leaders-TOTAL,Par 5 Eagle Leaders-TOTAL PAR 5 HOLES,Par 5 Eagle Leaders-TOTAL HOLE OUTS,Round 1 Scoring Average-AVG,Round 1 Scoring Average-TOTAL STROKES,Round 1 Scoring Average-TOTAL ROUNDS,Back 9 Par 5 Scoring Average-ROUNDS,Back 9 Par 5 Scoring Average-AVG,Back 9 Par 5 Scoring Average-TOTAL STROKES,Back 9 Par 5 Scoring Average-TOTAL HOLES,Par 4 Birdie or Better Leaders-ROUNDS,Par 4 Birdie or Better Leaders-%,Par 4 Birdie or Better Leaders-PAR 4 BIRDIES OR BETTER,Par 4 Birdie or Better Leaders-PAR 4 HOLES,Back 9 Round 3 Scoring Average-AVG,Back 9 Round 3 Scoring Average-TOTAL STROKES,Back 9 Round 3 Scoring Average-TOTAL ROUNDS,Par 5 Scoring Average-ROUNDS,Par 5 Scoring Average-AVG,Par 5 Scoring Average-TOTAL STROKES,Par 5 Scoring Average-TOTAL HOLES,Par 3 Scoring Average-ROUNDS,Par 3 Scoring Average-AVG,Par 3 Scoring Average-TOTAL STROKES,Par 3 Scoring Average-TOTAL HOLES,Total Birdies-ROUNDS,Total Birdies-TOTAL,Par 5 Birdie or Better Leaders-ROUNDS,Par 5 Birdie or Better Leaders-%,Par 5 Birdie or Better Leaders-PAR 5 BIRDIES OR BETTER,Par 5 Birdie or Better Leaders-PAR 5 HOLES,Front 9 Round 4 Scoring Average-AVG,Front 9 Round 4 Scoring Average-TOTAL STROKES,Front 9 Round 4 Scoring Average-TOTAL ROUNDS,Par 3 Birdie or Better Leaders-ROUNDS,Par 3 Birdie or Better Leaders-%,Par 3 Birdie or Better Leaders-PAR 3 BIRDIES OR BETTER,Par 3 Birdie or Better Leaders-PAR 3 HOLES,Stroke Differential Field Average-ROUNDS,Stroke Differential Field Average-STROKE DIFFERENTIAL,Stroke Differential Field Average-PLAYER'S SCORE,Stroke Differential Field Average-FIELD AVERAGE SCORE,Eagles (Holes per)-ROUNDS,Eagles (Holes per)-FREQUENCY,Eagles (Holes per)-# OF HOLES,Eagles (Holes per)-# OF EAGLES,Scoring Average (Actual)-ROUNDS,Scoring Average (Actual)-AVG,Scoring Average (Actual)-TOTAL STROKES,Scoring Average (Actual)-TOTAL ROUNDS,Front 9 Par 5 Scoring Average-ROUNDS,Front 9 Par 5 Scoring Average-AVG,Front 9 Par 5 Scoring Average-TOTAL STROKES,Front 9 Par 5 Scoring Average-TOTAL HOLES,Par 3 Performance-ROUNDS,Par 3 Performance-STATUS,Par 3 Performance-PAR 3 AVG,Par 3 Performance-TOTAL PAR
Aaron Wise,11,2.84,88,31,11,75.00,31,3.99,670,168,31,4.12,688,167,33,3.82,126,33,33,70.954,"2,325",16.496,33,34.36,378,11,33,3.06,205,67,31,1.28,123,96,35.58,427,12,33,17.51,104,594,31,3.02,187,62,31,-45,4.54,4.90,33,-.618,-13.586,3.543,-17.128,22,31,3,71.40,357,5,70.55,776,11,31,+18,4.05,13.40,70.25,281,4,35.50,142,4,70.25,281,4,33,4.06,"1,448",357,31,22.04,123,558,35.82,394,11,31,29.55,31,22.04,123,558,9,36.20,181,5,34.58,415,12,70.38,"1,830",26,31,35.58,"1,103",31,31,3,98,1,69.91,769,11,31,4.56,228,50,31,16.72,56,335,35.20,176,5,31,4.54,445,98,33,3.04,404,133,31,120,33,46.15,48,104,34.75,139,4,31,16.80,21,125,31,+.27,70.42,70.69,31,186.0,558,3,33,70.45,"2,325",33,31,4.52,217,48,31,+5,3.04,3.75
Keegan Bradley,13,2.86,126,44,13,44.44,44,4.08,"1,013",248,44,4.03,936,232,44,3.39,149,44,44,70.581,"3,097",8.543,44,35.08,456,13,44,3.09,284,92,44,1.18,154,131,35.15,457,13,44,16.54,131,792,44,2.88,253,88,44,-49,4.63,6.60,44,.074,2.458,19.734,-17.273,33,44,5,70.44,634,9,70.31,914,13,44,+29,4.06,19.20,70.67,636,9,34.78,313,9,70.67,636,9,44,4.06,"1,949",480,44,19.44,154,792,35.15,457,13,44,25.00,44,19.44,154,792,134,35.78,322,9,35.15,457,13,70.27,"1,827",26,44,34.98,"1,539",44,44,5,132,2,70.23,913,13,44,4.61,350,76,44,15.42,74,480,34.67,312,9,44,4.63,611,132,44,2.98,537,180,44,149,44,40.91,54,132,35.89,323,9,44,14.44,26,180,44,+.32,70.39,70.71,44,158.4,792,5,44,70.39,"3,097",44,44,4.66,261,56,44,-3,2.98,5.40
Jordan Spieth,9,2.88,98,34,9,25.00,34,4.08,751,184,34,4.04,699,173,38,3.97,151,38,38,71.140,"2,682",21.313,38,35.67,321,9,38,2.96,240,81,34,1.25,136,109,35.50,355,10,38,17.54,120,684,34,3.09,210,68,34,-46,4.60,5.70,38,.097,2.223,-6.800,9.023,23,34,3,70.63,565,8,69.67,627,9,34,+22,4.06,14.28,71.38,571,8,35.88,287,8,71.38,571,8,38,4.07,"1,631",401,34,22.22,136,612,34.78,313,9,34,20.00,34,22.22,136,612,214,34.38,275,8,34.90,349,10,70.14,"1,473",21,34,35.53,"1,208",34,34,3,114,0,71.00,639,9,34,4.60,299,65,34,18.21,65,357,36.25,290,8,34,4.60,524,114,38,3.02,474,157,34,133,38,48.41,61,126,35.50,284,8,34,12.77,18,141,34,+.17,70.65,70.82,34,204.0,612,3,38,70.58,"2,682",38,34,4.59,225,49,34,+5,3.04,4.23
Sam Burns,11,2.88,98,34,11,66.67,34,4.06,764,188,34,4.04,711,176,36,3.50,126,36,36,71.383,"2,567",2.776,36,35.18,387,11,36,3.11,224,72,34,1.11,127,114,36.25,435,12,36,18.52,120,648,34,3.35,228,68,34,-48,4.57,5.60,36,-.260,-8.565,-24.390,15.827,33,34,8,72.50,435,6,70.55,776,11,34,+19,4.05,14.56,71.00,426,6,35.17,211,6,71.00,426,6,36,4.05,"1,564",386,34,20.75,127,612,35.00,385,11,34,20.56,34,20.75,127,612,202,35.17,211,6,35.42,425,12,70.92,"1,773",25,34,35.91,"1,221",34,34,6,112,1,71.64,788,11,34,4.55,282,62,34,17.31,63,364,37.33,224,6,34,4.57,512,112,36,3.23,465,144,34,119,36,47.46,56,118,35.83,215,6,34,8.82,12,136,34,-.02,71.32,71.30,34,76.5,612,8,36,71.31,"2,567",36,34,4.60,230,50,34,+30,3.22,4.08
Michael Gellerman,11,2.88,92,32,11,50.00,32,4.06,686,169,32,4.11,682,166,32,3.59,115,32,32,72.261,"2,285",27.350,32,35.27,388,11,32,2.91,189,65,32,1.13,118,104,36.45,401,11,32,18.06,104,576,32,3.09,198,64,32,-30,4.73,5.60,32,-.706,-14.117,-14.439,.323,20,32,3,70.17,421,6,72.09,793,11,32,+28,4.08,13.40,70.50,282,4,35.75,143,4,70.50,282,4,32,4.08,"1,368",335,32,20.49,118,576,36.55,402,11,32,20.20,32,20.49,118,576,91,35.00,210,6,35.55,391,11,71.63,"1,719",24,32,36.16,"1,157",32,32,3,112,0,71.73,789,11,32,4.78,277,58,32,16.42,55,335,35.17,211,6,32,4.73,530,112,32,3.00,387,129,32,115,32,35.71,40,112,34.75,139,4,32,17.83,23,129,32,-.80,71.41,70.61,32,192.0,576,3,32,71.41,"2,285",32,32,4.69,253,54,32,E,3.00,3.87
Doug Ghim,12,2.91,93,32,12,66.67,32,4.07,721,177,32,4.01,682,170,32,3.44,110,32,32,71.672,"2,275",18.511,32,35.92,431,12,32,3.12,203,65,32,1.09,113,104,34.75,417,12,32,18.06,104,576,32,3.19,204,64,32,-35,4.65,5.00,32,-.998,-19.965,-15.018,-4.947,20,32,3,70.60,353,5,71.92,863,12,32,+15,4.04,13.88,70.33,211,3,34.67,104,3,70.33,211,3,32,4.04,"1,403",347,32,19.62,113,576,36.33,436,12,32,22.22,32,19.62,113,576,128,35.20,176,5,35.58,427,12,71.50,"1,859",26,32,35.44,"1,134",32,32,3,100,1,70.67,848,12,32,4.59,248,54,32,17.58,61,347,35.40,177,5,32,4.65,465,100,32,3.16,407,129,32,110,32,43.00,43,100,35.67,107,3,32,6.98,9,129,32,-.57,71.09,70.52,32,192.0,576,3,32,71.09,"2,275",32,32,4.72,217,46,32,+20,3.16,3.87
Graeme McDowell,9,2.93,88,30,9,66.67,30,4.08,652,160,30,4.11,670,163,32,3.56,114,32,32,71.647,"2,285",7.711,32,35.56,320,9,32,3.23,213,66,30,1.08,108,100,35.90,359,10,32,18.58,107,576,30,2.89,162,56,30,-34,4.66,4.95,32,-.300,-6.303,-3.238,-3.064,21,30,3,72.29,506,7,71.63,573,8,30,+30,4.09,12.92,70.33,422,6,35.00,210,6,70.33,422,6,32,4.09,"1,411",345,30,20.00,108,540,35.38,283,8,30,14.43,30,20.00,108,540,174,37.00,259,7,36.00,324,9,71.50,"1,430",20,30,35.43,"1,063",30,30,3,99,0,71.44,643,9,30,4.53,231,51,30,14.86,48,323,35.29,247,7,30,4.66,461,99,32,3.07,387,126,30,105,32,45.71,48,105,35.33,212,6,30,13.56,16,118,30,-.26,71.47,71.21,30,180.0,540,3,32,71.41,"2,285",32,30,4.79,230,48,30,+7,3.06,3.54
Keith Mitchell,13,2.93,123,42,13,75.00,42,4.01,910,227,42,4.08,923,226,44,3.73,164,44,44,71.305,"3,129",8.439,44,35.23,458,13,44,3.15,293,93,42,1.14,160,140,36.14,506,14,44,18.43,146,792,42,3.08,246,80,42,-44,4.67,6.70,44,-.174,-5.233,-13.798,8.566,30,42,3,71.13,569,8,70.62,918,13,42,+21,4.05,18.12,71.50,572,8,36.13,289,8,71.50,572,8,44,4.04,"1,921",475,42,21.16,160,756,35.00,455,13,42,21.54,42,21.16,160,756,179,34.38,275,8,35.43,496,14,71.17,"2,064",29,42,35.90,"1,508",42,42,1,134,0,71.38,928,13,42,4.71,339,72,42,17.00,77,453,36.75,294,8,42,4.67,626,134,44,3.11,551,177,42,157,44,45.71,64,140,35.38,283,8,42,11.83,20,169,42,-.08,71.12,71.04,42,252.0,756,3,44,71.11,"3,129",44,42,4.63,287,62,42,+21,3.12,5.07
Bill Haas,10,2.94,94,32,10,20.00,32,4.08,698,171,32,4.09,670,164,36,3.69,133,36,36,72.168,"2,560",38.043,36,34.20,342,10,36,3.03,221,73,32,1.11,117,105,35.73,393,11,36,17.13,111,648,32,3.11,199,64,32,-39,4.65,5.60,36,-1.215,-31.586,-2.579,-29.007,26,32,1,72.43,507,7,71.00,710,10,32,+28,4.08,13.40,73.60,368,5,36.00,180,5,73.60,368,5,36,4.07,"1,542",379,32,20.31,117,576,35.90,359,10,32,21.78,32,20.31,117,576,69,36.71,257,7,34.91,384,11,70.79,"1,699",24,32,35.88,"1,148",32,32,1,112,0,70.10,701,10,32,4.65,279,60,32,15.22,51,335,35.71,250,7,32,4.65,521,112,36,3.06,443,145,32,116,36,47.58,59,124,37.60,188,5,32,10.08,13,129,32,-.90,71.44,70.54,32,576.0,576,1,36,71.11,"2,560",36,32,4.65,242,52,32,+10,3.08,3.87
Nate Lashley,13,2.94,106,36,13,50.00,36,4.03,823,204,36,4.06,768,189,38,3.53,134,38,38,71.188,"2,679",26.148,38,35.85,466,13,38,3.13,244,78,36,1.20,134,112,36.07,505,14,38,16.96,116,684,36,3.07,209,68,36,-56,4.50,5.65,38,.077,2.381,-6.735,9.119,31,36,7,69.00,414,6,69.64,766,11,36,+19,4.05,15.72,70.83,425,6,35.00,210,6,70.83,425,6,38,4.04,"1,676",415,36,20.68,134,648,35.09,386,11,36,20.19,36,20.68,134,648,148,33.83,203,6,34.58,415,12,70.77,"1,840",26,36,35.44,"1,276",36,36,7,113,3,71.92,935,13,36,4.46,299,67,36,16.79,66,393,35.17,211,6,36,4.50,509,113,38,3.11,466,150,36,127,38,48.74,58,119,35.83,215,6,36,8.45,12,142,36,-.01,70.56,70.55,36,92.6,648,7,38,70.50,"2,679",38,36,4.57,210,46,36,+14,3.10,4.26
Kevin Chappell,10,2.94,91,31,10,40.00,31,4.06,682,168,31,4.13,656,159,33,3.70,122,33,33,71.695,"2,352",13.921,33,35.50,355,10,33,3.07,206,67,31,1.15,118,103,35.64,392,11,33,18.01,107,594,31,3.06,190,62,31,-39,4.63,5.30,33,-.460,-11.050,-10.614,-.433,24,31,3,72.33,434,6,70.70,707,10,31,+30,4.09,13.08,72.00,360,5,37.00,185,5,72.00,360,5,33,4.08,"1,424",349,31,21.15,118,558,35.00,350,10,31,25.81,31,21.15,118,558,191,35.17,211,6,35.45,390,11,70.83,"1,700",24,31,35.94,"1,114",31,31,3,106,0,71.10,711,10,31,4.62,268,58,31,17.13,56,327,37.17,223,6,31,4.63,491,106,33,3.07,408,133,31,115,33,41.07,46,112,35.00,175,5,31,15.20,19,125,31,-.32,71.35,71.03,31,186.0,558,3,33,71.27,"2,352",33,31,4.65,223,48,31,+8,3.06,3.75
Vince Covello,9,2.95,62,21,9,.00,21,3.97,461,116,21,4.04,444,110,21,3.33,70,21,21,71.792,"1,493",14.627,21,35.22,317,9,21,3.14,132,42,21,1.09,73,67,35.67,321,9,21,17.72,67,378,21,3.17,133,42,21,-17,4.75,3.40,21,-.827,-12.406,-8.072,-4.335,15,21,3,70.00,140,2,71.56,644,9,21,+1,4.00,9.04,71.00,71,1,36.00,36,1,71.00,71,1,21,4.00,905,226,21,19.31,73,378,35.89,323,9,21,20.31,21,19.31,73,378,120,34.00,68,2,35.67,321,9,71.16,"1,352",19,21,35.81,752,21,21,1,68,0,70.89,638,9,21,4.73,175,37,21,19.03,43,226,36.00,72,2,21,4.75,323,68,21,3.15,265,84,21,70,21,36.76,25,68,35.00,35,1,21,5.95,5,84,21,-.56,71.10,70.54,21,126.0,378,3,21,71.10,"1,493",21,21,4.77,148,31,21,+13,3.15,2.52
Jhonattan Vegas,11,2.97,107,36,11,71.43,36,4.02,771,192,36,4.02,764,190,40,3.85,154,40,40,71.001,"2,809",31.026,40,35.55,391,11,40,3.09,247,80,36,1.27,140,110,34.83,418,12,40,15.97,115,720,36,3.18,229,72,36,-58,4.52,6.10,40,.039,1.061,10.092,-9.028,27,36,5,71.00,497,7,71.18,783,11,36,+7,4.02,15.28,69.57,487,7,35.43,248,7,69.57,487,7,40,4.00,"1,706",426,36,21.60,140,648,35.45,390,11,36,19.05,36,21.60,140,648,77,35.00,245,7,35.33,424,12,70.36,"1,759",25,36,35.33,"1,272",36,36,5,122,1,70.27,773,11,36,4.50,279,62,36,15.97,61,382,36.00,252,7,36,4.52,552,122,40,3.11,498,160,36,135,40,52.24,70,134,34.14,239,7,36,10.42,15,144,36,+.20,70.56,70.76,36,129.6,648,5,40,70.23,"2,809",40,36,4.55,273,60,36,+21,3.15,4.32
Chris Stroud,11,2.97,89,30,11,33.33,30,4.01,645,161,30,4.13,644,156,34,3.74,127,34,34,71.810,"2,411",30.545,34,35.64,392,11,34,3.07,212,69,30,1.10,110,100,36.00,432,12,34,17.32,106,612,30,2.88,173,60,30,-20,4.80,5.10,34,-.816,-19.585,-13.579,-6.004,24,30,2,70.80,354,5,71.27,784,11,30,+21,4.07,12.68,70.67,212,3,35.00,105,3,70.67,212,3,34,4.04,"1,459",361,30,20.37,110,540,35.00,385,11,30,17.20,30,20.37,110,540,192,33.20,166,5,36.17,434,12,71.38,"1,856",26,30,35.87,"1,076",30,30,1,102,0,71.82,790,11,30,4.80,259,54,30,15.46,49,317,37.60,188,5,30,4.80,490,102,34,2.98,408,137,30,108,34,37.72,43,114,35.67,107,3,30,20.66,25,121,30,-.71,71.33,70.62,30,270.0,540,2,34,70.91,"2,411",34,30,4.81,231,48,30,-2,2.98,3.63
C.T. Pan,11,2.97,89,30,11,50.00,30,4.09,662,162,30,4.14,654,158,34,3.09,105,34,34,71.730,"2,419",19.834,34,35.18,387,11,34,3.10,223,72,30,.94,89,95,35.83,430,12,34,16.67,102,612,30,3.05,183,60,30,-35,4.64,4.80,34,-1.133,-23.789,-2.359,-21.429,21,30,1,71.00,284,4,72.27,795,11,30,+36,4.11,12.80,71.00,284,4,35.75,143,4,71.00,284,4,34,4.09,"1,487",364,30,16.48,89,540,36.36,400,11,30,13.64,30,16.48,89,540,120,35.25,141,4,35.83,430,12,71.33,"1,712",24,30,36.00,"1,080",30,30,1,96,0,71.00,781,11,30,4.67,243,52,30,10.94,35,320,35.75,143,4,30,4.64,445,96,34,3.08,431,140,30,88,34,43.52,47,108,35.25,141,4,30,9.68,12,124,30,-.79,71.47,70.68,30,540.0,540,1,34,71.15,"2,419",34,30,4.59,202,44,30,+11,3.09,3.72
Hank Lebioda,14,2.97,116,39,14,60.00,39,4.03,847,210,39,4.18,865,207,39,3.44,134,39,39,72.063,"2,788",22.467,39,35.50,497,14,39,3.05,241,79,39,1.06,140,132,36.21,507,14,39,18.80,132,702,39,3.06,239,78,39,-44,4.66,6.40,39,-1.246,-31.143,-21.076,-10.066,25,39,6,69.67,418,6,73.14,"1,024",14,39,+44,4.11,16.68,68.40,342,5,33.80,169,5,68.40,342,5,39,4.11,"1,712",417,39,19.94,140,702,36.71,514,14,39,16.41,39,19.94,140,702,171,34.33,206,6,36.43,510,14,72.27,"2,168",30,39,35.95,"1,402",39,39,5,128,1,71.71,"1,004",14,39,4.52,298,66,39,16.31,68,417,35.33,212,6,39,4.66,596,128,39,3.06,480,157,39,134,39,42.19,54,128,34.60,173,5,39,11.46,18,157,39,-.81,71.49,70.68,39,117.0,702,6,39,71.49,"2,788",39,39,4.81,298,62,39,+9,3.06,4.71
Robert Garrigus,7,3.00,57,19,7,.00,19,4.08,408,100,19,4.08,404,99,19,3.00,57,19,19,73.298,"1,378",14.653,19,35.14,246,7,19,3.10,121,39,19,.85,58,68,36.43,255,7,19,19.88,68,342,19,3.16,120,38,19,-5,4.92,3.30,19,-1.817,-18.171,-8.300,-9.873,10,19,1,74.00,222,3,72.43,507,7,19,+16,4.08,7.96,74.00,148,2,37.50,75,2,74.00,148,2,19,4.08,812,199,19,16.96,58,342,36.14,253,7,19,15.25,19,16.96,58,342,211,36.67,110,3,36.29,254,7,72.27,"1,084",15,19,36.58,695,19,19,1,66,1,71.57,501,7,19,5.03,171,34,19,14.57,29,199,37.33,112,3,19,4.92,325,66,19,3.13,241,77,19,57,19,27.27,18,66,36.50,73,2,19,14.29,11,77,19,-1.88,72.53,70.65,19,342.0,342,1,19,72.53,"1,378",19,19,4.81,154,32,19,+10,3.13,2.31
Jamie Lovemark,7,3.00,60,20,7,.00,20,4.12,461,112,20,4.08,432,106,20,3.15,63,20,20,71.168,"1,423",.357,20,35.71,250,7,20,3.10,124,40,20,1.02,65,64,36.14,253,7,20,17.78,64,360,20,3.08,123,40,20,-27,4.56,3.10,20,.049,.931,-3.560,4.491,19,20,2,71.33,214,3,69.86,489,7,20,+21,4.10,8.72,72.33,217,3,36.67,110,3,72.33,217,3,20,4.10,893,218,20,18.06,65,360,34.86,244,7,20,22.22,20,18.06,65,360,204,36.33,109,3,35.00,245,7,70.86,992,14,20,35.60,712,20,20,2,62,0,71.86,503,7,20,4.62,157,34,20,11.93,26,218,35.00,105,3,20,4.56,283,62,20,3.09,247,80,20,63,20,43.55,27,62,35.67,107,3,20,15.00,12,80,20,-.07,71.15,71.08,20,180.0,360,2,20,71.15,"1,423",20,20,4.50,126,28,20,+7,3.09,2.40
Zack Sucher,10,3.00,90,30,10,50.00,30,4.08,657,161,30,3.97,604,152,30,4.00,120,30,30,71.849,"2,129",26.468,30,35.40,354,10,30,3.05,186,61,30,1.24,122,98,35.50,355,10,30,18.15,98,540,30,3.10,186,60,30,-34,4.68,5.30,30,-.135,-2.423,4.138,-6.562,18,30,2,69.50,417,6,72.30,723,10,30,+9,4.03,12.52,70.00,280,4,34.75,139,4,70.00,280,4,30,4.03,"1,261",313,30,22.59,122,540,36.30,363,10,30,22.58,30,22.59,122,540,64,35.83,215,6,36.00,360,10,71.41,"1,571",22,30,35.30,"1,059",30,30,2,106,0,70.90,709,10,30,4.64,269,58,30,18.53,58,313,33.67,202,6,30,4.68,496,106,30,3.07,372,121,30,120,30,38.68,41,106,35.25,141,4,30,19.01,23,121,30,-.35,70.97,70.62,30,270.0,540,2,30,70.97,"2,129",30,30,4.73,227,48,30,+9,3.07,3.63
J.J. Spaun,13,3.00,126,42,13,42.86,42,4.08,943,231,42,4.11,887,216,44,3.66,161,44,44,72.184,"3,145",31.088,44,35.15,457,13,44,3.01,268,89,42,1.06,154,145,35.79,501,14,44,19.32,153,792,42,3.12,262,84,42,-44,4.69,7.00,44,-.763,-25.941,-23.323,-2.616,34,42,2,73.22,659,9,71.23,926,13,42,+42,4.09,17.88,71.14,498,7,36.14,253,7,71.14,498,7,44,4.10,"1,922",469,42,20.37,154,756,35.46,461,13,42,16.79,42,20.37,154,756,139,35.89,323,9,35.57,498,14,71.33,"2,140",30,42,36.10,"1,516",42,42,2,140,1,71.00,923,13,42,4.71,367,78,42,16.33,73,447,37.33,336,9,42,4.69,656,140,44,3.06,542,177,42,152,44,43.15,63,146,35.00,245,7,42,13.02,22,169,42,-.93,71.57,70.64,42,378.0,756,2,44,71.48,"3,145",44,42,4.66,289,62,42,+13,3.08,5.07
Ryan Armour,13,3.03,109,36,13,25.00,36,3.99,787,197,36,4.07,789,194,40,3.78,151,40,40,71.444,"2,825",32.778,40,34.85,453,13,40,3.05,247,81,36,1.21,139,115,35.64,499,14,40,17.78,128,720,36,3.08,222,72,36,-38,4.66,5.60,40,-.709,-19.140,5.018,-24.157,27,36,1,69.67,418,6,71.62,931,13,36,+12,4.03,15.64,69.50,278,4,34.50,138,4,69.50,278,4,40,4.03,"1,754",435,36,21.45,139,648,36.08,469,13,36,20.75,36,21.45,139,648,77,34.17,205,6,35.57,498,14,71.10,"2,133",30,36,35.64,"1,283",36,36,1,112,1,70.46,916,13,36,4.69,272,58,36,18.41,72,391,35.50,213,6,36,4.66,522,112,40,3.07,494,161,36,138,40,42.74,53,124,35.00,140,4,36,13.10,19,145,36,-.24,70.64,70.40,36,648.0,648,1,40,70.63,"2,825",40,36,4.63,250,54,36,+10,3.07,4.35
Rafael Campos,9,3.03,88,29,9,80.00,29,3.99,607,152,29,4.11,641,156,29,3.76,109,29,29,72.157,"2,064",28.544,29,35.67,321,9,29,3.10,180,58,29,1.15,113,98,35.56,320,9,29,18.77,98,522,29,3.12,181,58,29,-35,4.64,4.90,29,-.908,-16.351,.535,-16.885,18,29,4,73.00,438,6,70.89,638,9,29,+16,4.05,12.32,69.40,347,5,35.00,175,5,69.40,347,5,29,4.05,"1,248",308,29,21.65,113,522,35.33,318,9,29,23.40,29,21.65,113,522,216,35.83,215,6,35.56,320,9,71.32,"1,355",19,29,35.72,"1,036",29,29,4,98,1,71.22,641,9,29,4.55,214,47,29,17.53,54,308,37.17,223,6,29,4.64,455,98,29,3.11,361,116,29,109,29,46.94,46,98,34.40,172,5,29,11.21,13,116,29,-.77,71.17,70.40,29,130.5,522,4,29,71.17,"2,064",29,29,4.73,241,51,29,+13,3.11,3.48
